,Dataset,Category,HeadLines
1075,bbc dataset,sports,انڈیا نے نیوزی لینڈ کو پہلے ون ڈے چھ وکٹوں سے شکست دے دی
1076,bbc dataset,sports,انڈیا ویمنز ٹی 20 ایشیا کپ کا فاتح
1077,bbc dataset,sports,انڈیا کا وائٹ واش، نیوزی لینڈ کو ٹیسٹ سیریز میں تین سفر سے شکست
1078,bbc dataset,sports,انڈیا کی پہلی اننگز 557 رنز پر ڈکلیئر، کوہلی کی شاندار ڈبل سنچری
1079,bbc dataset,sports,انڈیا کی پہلی اننگز 557 رنز پر ڈکلیئر، کوہلی کی عمدہ ڈبل سنچری
1080,bbc dataset,sports,انگلینڈ کے کھلاڑیوں کو بریک چاہیے ایلسٹر کُک
1081,bbc dataset,sports,اگر کوئی نیا کیس سامنے نہیں آتا تو پی ایس ایل کے دوران دیگر کھلاڑیوں کو معطل نہیں کر رہے نجم سیٹھی
1082,bbc dataset,sports,ایران میں موبائل گیم کلیش آف کلینز پر ’پابندی‘
1083,bbc dataset,sports,بابر مسیح کی سنوکر چیمپیئن شپ میں شرکت
1084,bbc dataset,sports,برازیل کی خاتون فٹ بال سٹار مارٹا ویئرا ڈي سِلوا سے ایک ملاقات
1085,bbc dataset,sports,برسبن ٹیسٹ کے لیے آسٹریلین سکواڈ کا اعلان
1086,bbc dataset,sports,بزرگوں کا ساتھ چھوٹتے ہی کشتی ڈولنے نہ لگے!
1087,bbc dataset,sports,بطور بلے باز ٹیم کے لیے کچھ نہیں کر سکتا تو کسی اور کو ٹیم میں کھلانا بہتر ہے مصباح
1088,bbc dataset,sports,بی سی سی آئی کے خلاف قانونی کارروائی زیرِ غور
1089,bbc dataset,sports,بے مقصد بولنگ، بے معنی کپتانی
1090,bbc dataset,sports,تاریخ رقم ہونے کو ہے!
1091,bbc dataset,sports,تہران فٹبال میچ میں ایران کی فتح، شائقین کے محرمکی مناست سے نعرے
1092,bbc dataset,sports,تیسرا ون ڈے پاکستان اور ویسٹ انڈیز ابوظہبی میں مدِمقابل ہوں گی
1093,bbc dataset,sports,تیسرے ون ڈے کی تصاویر
1094,bbc dataset,sports,جب تک ٹیم کو ضرورت ہے کھیلتا رہوں گا مصباح
1095,bbc dataset,sports,جنوبی افریقہ نے ویلنگٹن ٹیسٹ آٹھ وکٹوں سے جیت لیا
1096,bbc dataset,sports,جنگ زدہ حلب میں فٹبال کی واپسی
1097,bbc dataset,sports,جے للیتا کی موت، چنئی ٹیسٹ دوسرے مقام پر منتقل کرنے پر غور
1098,bbc dataset,sports,جے للیتا کی موت، چنئی ٹیسٹ کی منتقلی پر غور
1099,bbc dataset,sports,حضور! آپ بھی کچھ سیکھیے
1100,bbc dataset,sports,حلب میں باغیوں کے خلاف آپریشن ’آخری مرحلے میں‘
1101,bbc dataset,sports,دبئی میں ڈے اینڈ نائٹ ٹیسٹ کا دوسرا روز
1102,bbc dataset,sports,دبئی میں ڈے اینڈ نائٹ ٹیسٹ کا پہلا روز
1103,bbc dataset,sports,دبئی ٹیسٹ میں اظہرعلی کی ٹرپل سنچری، ویسٹ انڈیز پر زبردست دباؤ
1104,bbc dataset,sports,دبئی ٹیسٹ پاکستان 56 رنز سے کامیاب
1105,bbc dataset,sports,دبئی ٹیسٹ پاکستانی بولرز نے 400 واں ٹیسٹ بچا لیا
1106,bbc dataset,sports,دوسرا میچ جیت کر سیریز بھی پاکستان کے نام
1107,bbc dataset,sports,دوسرا ٹیسٹ روایتی سرخ گیند سے
1108,bbc dataset,sports,دوسرے ایک روزہ میچ میں بنگلہ دیش نے انگلینڈ کو 34 رنز سے شکست دے دی
1109,bbc dataset,sports,دوسرے دن کا کھیل مصباح سنچری مکمل نہ کر پائے 
1110,bbc dataset,sports,دہلی سے دبئی تک، پاکستان 400 ناٹ آؤٹ
1111,bbc dataset,sports,رائلی روسو اور سرفراز احمد کی سنچری پارٹنرشپ، کوئٹہ گلیڈی ایٹرز کامیاب
1112,bbc dataset,sports,راجکوٹ ٹیسٹ میں پجارا اور مرلی کی سنچریاں
1113,bbc dataset,sports,رانچی ٹیسٹ آسٹریلیا کے 451 رنز، انڈیا کا محتاط جواب
1114,bbc dataset,sports,روسی ایتھلیٹ جس نے بھانڈا پھوڑ دیا
1115,bbc dataset,sports,روسی ٹینس سٹار ماریا شیراپووا کی پابندی میں نو ماہ کی کمی
1116,bbc dataset,sports,ریورس سوئنگ کون لوٹائے گا؟
1117,bbc dataset,sports,سابق سری لنکن کرکٹر مہیلا جے وردھنے کا کینسر ہسپتال کے لیے ایک لمبا سفر
1118,bbc dataset,sports,سری لنکن کرکٹر نوان کلاسیکرا ضمانت پر رہا
1119,bbc dataset,sports,سلو اوور ریٹ ، پاکستانی کرکٹ ٹیم پر جرمانہ
1120,bbc dataset,sports,سپر لیگ کے دوران ’بک میکرز سے رابطہ‘، شرجیل خان اور خالد لطیف معطل
1121,bbc dataset,sports,سپنر یاسر شاہ کا کہنا ہے کہ مایوسیاں تو ہوتی رہتی ہیں لیکن کوشش کرتے رہنا چاہیے
1122,bbc dataset,sports,سپنرز ہماری قوت ہیں جو میچ جتوا رہے ہیں مصباح الحق
1123,bbc dataset,sports,شارجہ میں ویسٹ انڈیز اور پاکستان پہلے ون ڈے میچ میں مدِمقابل
1124,bbc dataset,sports,شاہد آفریدی اور میانداد میں پھر سے دوستی
1125,bbc dataset,sports,شاہد آفریدی کے لیے الوداعی میچ نہیں تقریب
1126,bbc dataset,sports,صدر اور وزیرِ اعظم کے دفاتر کے اخراجات میں کروڑوں کا اضافہ
1127,bbc dataset,sports,عامر کی رفتار برقرار لیکن سوئنگ میں کمی
1128,bbc dataset,sports,عمر اکمل اور اسد شفیق کی ون ڈے سکواڈ میں واپسی
1129,bbc dataset,sports,فاسٹ بولر حسن علی روشن مستقبل کے لیے پرامید
1130,bbc dataset,sports,فٹبال میچ میں محرم کی مناسبت سے نعروں کی ہدایت
1131,bbc dataset,sports,فٹبال میچ میں نعرے بازی اور جشن پر پابندی
1132,bbc dataset,sports,فٹبال میں بھی ویڈیو ری پلے  کے استعمال کا آغاز
1133,bbc dataset,sports,فٹبال ورلڈ کپ میں 48 ٹیموں کی شمولیت کی تجویز
1134,bbc dataset,sports,مارشل آرٹ کے ماہر پاکستانی کھلاڑی کا ایک اور عالمی ریکارڈ
1135,bbc dataset,sports,محمد حفیظ کا بولنگ ایکشن کلیئر
1136,bbc dataset,sports,مستقبل نائٹ کرکٹ اور گلابی گیند کا ہے
1137,bbc dataset,sports,مشکوک بولنگ ایکشن کا قانون سب کے لیے یکساں ہو حفیظ
1138,bbc dataset,sports,مصباح الحق کے بغیر سیریز برابر کرنے کا امتحان
1139,bbc dataset,sports,مصباح نے مشکل وقت میں حوصلہ دیا ڈین جونز
1140,bbc dataset,sports,ممبئی ٹیسٹ کوہلی اور وجے کی عمدہ بیٹنگ، انڈیا کو برتری حاصل
1141,bbc dataset,sports,ممبئی ٹیسٹ کوہلی سال کے سب سے کامیاب بلےباز بن گئے
1142,bbc dataset,sports,موہالی ٹیسٹ میں ایشون اور جڈیجہ کی ذمہ دارانہ بیٹنگ
1143,bbc dataset,sports,موہالی ٹیسٹ کا پہلا دن انڈیا کے نام
1144,bbc dataset,sports,میلبرن ٹیسٹ کا تیسرا دن تصاویر میں
1145,bbc dataset,sports,میلبرن ٹیسٹ، بارش کے بعد کھیل دوبارہ شروع
1146,bbc dataset,sports,وزیرستان کے بے گھر طالب علم کا 87’ ککس‘ لگانے کا عالمی ریکارڈ
1147,bbc dataset,sports,ون ڈے سیریز پاکستان کے لیے رینکنگ بہتر بنانے کا موقع
1148,bbc dataset,sports,ون ڈے میں بھی کلین سویپ، پاکستان عالمی درجہ بندی میں آٹھویں پوزیشن پر
1149,bbc dataset,sports,وہی کلہاڑی دوبارہ
1150,bbc dataset,sports,ویسٹ انڈیز اور پاکستان دوسرے ون ڈے میچ میں مدِمقابل
1151,bbc dataset,sports,ویسٹ انڈیز ٹیم میں کتنا دم خم ہے؟
1152,bbc dataset,sports,ویسٹ انڈیز کے خلاف پہلا ٹیسٹ بابر اعظم شامل، محمد حفیظ باہر
1153,bbc dataset,sports,ٹوکیو اولمپکس کے لیے انوکھے منصوبے
1154,bbc dataset,sports,ٹیسٹ میچ میں گلابی گیند پاکستانی کرکٹرز کا امتحان
1155,bbc dataset,sports,ٹیسٹ میچوں میں ادھورا ڈی آر ایس نہیں ہونا چاہیے وقار یونس
1156,bbc dataset,sports,پاکستان اور انڈیا ایشیئن چیمپیئز ٹرافی کے سیمی فائنل میں
1157,bbc dataset,sports,پاکستان اور انڈیا کی کرکٹ کھیل کے فروغ کے لیے ضروری یونس خان
1158,bbc dataset,sports,پاکستان دوسرے ون ڈے میں بھی کامیاب
1159,bbc dataset,sports,پاکستان سپر لیگ ویسٹ انڈیز کے ڈیرن سیمی پشاور زلمی کے کپتان مقرر
1160,bbc dataset,sports,پاکستان سپر لیگ کی فاتح پشاور زلمی کو افغانستان کے دورے کی دعوت
1161,bbc dataset,sports,پاکستان سپر لیگ کے دوسرے سیزن میں مک کیولم لاہور اور گیل کراچی سے کھیلیں گے
1162,bbc dataset,sports,پاکستان نے گلابی گیند تیار کرنی شروع کر دی
1163,bbc dataset,sports,پاکستان وائٹ واش سے بچ گیا، چار وکٹوں سے فتح
1164,bbc dataset,sports,پاکستان ون ڈے سیریز کے آخری میچ کا فاتح
1165,bbc dataset,sports,پاکستان ویسٹ انڈیز کے خلاف ٹیسٹ سیریز میں فتح تصاویر
1166,bbc dataset,sports,پاکستان کا ریکارڈ انڈیا سے بہتر
1167,bbc dataset,sports,پاکستان کا پہلا نقصان، سمیع اسلم 90 رنز بنا کر آؤٹ
1168,bbc dataset,sports,پاکستان کی 133 رنز سے جیت ، یاسر ایک بار پھر فتح گر
1169,bbc dataset,sports,پاکستان کی ویسٹ انڈیز کے خلاف111 رنز سے جیت
1170,bbc dataset,sports,پاکستان کی کرکٹ ٹیم کی سب سے بڑی خوبی خود اعتمادی ہےمصباح الحق
1171,bbc dataset,sports,پاکستان کے 443 رنز، آسٹریلیا کی پراعتماد بیٹنگ
1172,bbc dataset,sports,پاکستان-آسٹریلیا میچ میں کرکٹ اور پول دونوں کا مزا
1173,bbc dataset,sports,پاکستانی باکسر محمد وسیم نے ورلڈ سلور ویٹ ٹائٹل جیت لیا
1174,bbc dataset,sports,پاکستانی تاریخ میں صحافیوں پر پابندیاں
1175,bbc dataset,sports,پاکستانی خواتین رگبی کی دنیا میں نام بنانے کے لیے کوشاں
1176,bbc dataset,sports,پاکستانی فٹ بال ٹیم کی سٹرائیکر شاہ لائلہ احمد زئی بلوچ کار حادثے میں انتقال کر گئیں
1177,bbc dataset,sports,پاکستانی ٹیم ٹیسٹ نہ بچا سکی، سیریز میں دو صفر کی شکست
1178,bbc dataset,sports,پاکستانی کبڈی ٹیم کو عالمی کپ میں شرکت کی اجازت نہ دینے پر مایوسی کا اظہار
1179,bbc dataset,sports,پاکستانی کرکٹ کے اولین کھلاڑیوں میں سے ایک امتیاز احمد انتقال کر گئے
1180,bbc dataset,sports,پرتھ ٹیسٹ میں جنوبی افریقہ کو 102 رنز کی برتری
1181,bbc dataset,sports,پرتھ ٹیسٹ میں جنوبی افریقہ کی پوزیشن مستحکم
1182,bbc dataset,sports,پہلے ایک روزہ میچ انگلینڈ نے بنگلہ دیش کو 21 رنز سے شکست دے دی
1183,bbc dataset,sports,پہلے ٹی20 میں پاکستان کی نو وکٹوں سے جیت
1184,bbc dataset,sports,پی ایس ایل سکینڈل ، شاہ زیب حسن بھی معطل
1185,bbc dataset,sports,چٹاگانگ ٹیسٹ میں انگلینڈ کو پہلی اننگز میںسبقت
1186,bbc dataset,sports,چٹاگانگ ٹیسٹ میں انگلینڈ کی روز سات وکٹیں گر گئیں، مہدی حسن کی پانچ وکٹیں
1187,bbc dataset,sports,چیمپیئنز ٹرافی میں پاک انڈیا میچ ضرور ہو گا نجم سیٹھی
1188,bbc dataset,sports,ڈوپلیسی بال ٹیمپرنگ کے ’قصوروار‘، اگلا میچ کھیل سکیں گے
1189,bbc dataset,sports,ڈے اینڈ نائٹ ٹیسٹ میچ جاری رہنے چاہییں مائیک بریرلی
1190,bbc dataset,sports,ڈے اینڈ نائٹ کرکٹ ٹیسٹ میچ وقت کی ضرورت ہے اور ایسے قبول کرنا ہو گا رمیز راجہ
1191,bbc dataset,sports,ڈے اینڈ ٹیسٹ کا پہلا روز
1192,bbc dataset,sports,کارکردگی سے ثابت کیا کہ ملک کے لیے کھیل سکتا تھا اظہر محمود
1193,bbc dataset,sports,کانپور ٹیسٹ میں انڈیا  کی197 رنز سے جیت 
1194,bbc dataset,sports,کبڈی ورلڈ کپ کے پہلے میچ میں اپ سیٹ، انڈیا کو جنوبی کوریا کے ہاتھوں شکست
1195,bbc dataset,sports,کرپشن کی روک تھام ہم سب کی ذمہ داری ہے سنگاکارا
1196,bbc dataset,sports,کوئٹہ گلیڈی ایٹرز کے لیے کھیلنے والے حسن نے بی بی سی اردو سے میچ کے بعد خصوصی گفتگو کی۔
1197,bbc dataset,sports,کولکتہ دوسرے کرکٹ ٹیسٹ میں پجارا اور ریہانے کی پراعتماد بلے بازی
1198,bbc dataset,sports,کولکتہ ٹیسٹ نیوزی لینڈ کو فتح کے لیے 376 رنز کا ہدف
1199,bbc dataset,sports,کوکین کے استعمال کا اعتراف، ٹائسن فیوری کا باکسنگ لائسنس منسوخ
1200,bbc dataset,sports,گیم اپنی اپنی، پلان اپنا اپنا
1201,bbc dataset,sports,گیم پلان اچھا تو سب اچھا
1202,bbc dataset,sports,ہم جو کرکٹ آج دیکھ رہے ہیں یہ حقیقی ویسٹ انڈین کرکٹ نہیں ہے اینڈی رابرٹس
1203,bbc dataset,sports,ہیملٹن ٹیسٹ بابراعظم پہلی سنچری سے محروم، ساؤدی کی چھ وکٹیں
1204,bbc dataset,sports,ہیملٹن ٹیسٹ تیسرے دن کے کھیل کی تصاویر
1205,bbc dataset,sports,یاسر شاہ کی کمر میں تکلیف، سہ روزہ میچ سے باہر
1206,bbc dataset,sports,یوسین بولٹ چھٹی بار سال کے بہترین ایتھیلٹ منتخب
1207,bbc dataset,sports,یونس خان آئی سی سی ٹیسٹ درجہ بندی میں دوسرے نمبر پر
1208,bbc dataset,sports,یونس خان دوسرے ٹیسٹ کے لیے ٹیم میں شامل
1209,bbc dataset,sports,یونس خان واپس آئے اور چھا گئے
1210,bbc dataset,sports,یونس خان ویسٹ انڈیز کے خلاف پہلا ٹیسٹ نہیں کھیلیں گے
1211,bbc dataset,sports,یوگینڈا کی قومی شطرنج چیمپیئن ’کتوے کی ملِکہ‘
1212,bbc dataset,sports,یہ ابتدا ہے لیکن سخت امتحان ابھی باقی ہیں اظہر علی
1213,bbc dataset,sports,‘دوبارہ موقع ملنے پر خوش ہوں’
1214,bbc dataset,sports,’آفریدی کو الوداعی میچ نہ دینا بدقسمتی ہے‘
1215,bbc dataset,sports,’اپنے خوابوں کے لیے لڑکا بننا پڑا‘
1216,bbc dataset,sports,’جب ٹراٹ نے وہاب ریاض کو پیڈ دے مارا‘
1217,bbc dataset,sports,’جیت کے لیے ٹیم کو سخت محنت کرنی پڑی‘
1218,bbc dataset,sports,’دنیا کا خطرناک ترین بولنگ اٹیک‘
1219,bbc dataset,sports,’شاہ زیب خود اینٹی کرپشن یونٹ کے سامنے پیش ہوئے‘
1220,bbc dataset,sports,’موقع ملا تو دورۂ بنگلہ دیش کے لیے ضرور جاؤں گا‘
1221,bbc dataset,sports,’میرے ریکارڈ کے بارے شکوک پیدا کرنے کا مقصد کتاب بیچنا ہے‘
1222,bbc dataset,sports,’ورلڈ کلاس کرکٹرز کے ساتھ نام پر فخر‘
1223,bbc dataset,sports,’پاکستان کے ساتھ انڈیا کی کرکٹ سیریز کو بھول جائیں‘
1224,bbc dataset,sports,’پاکستانی کرکٹرز کے پُش اپس لگانے پر کوئی پابندی نہیں‘
1225,bbc dataset,sports,’پی ایس ایل فائنل سے انٹرنیشنل کرکٹ کے لیے ایک راستہ کھلا ہے‘
1226,bbc dataset,sports,’ڈنر بریک‘ پر پاکستان کے بغیر نقصان پر 172
1227,bbc dataset,sports,’ڈنر بریک‘ پر پاکستان کے ْیغر نقصان پر 172
1228,bbc dataset,sports,’کچھ کھلاڑیوں کا مستقبل غیریقینی ہے‘
1229,bbc dataset,sports,’کھیل میں ایک نئی چیز آئے گی اور لوگوں کی دلچسپی بڑھے گی‘
1230,bbc dataset,sports,’گلابی گیند اور وکٹ کے بارے میں اندازے غلط نکلے`
1231,bbc dataset,sports,’گلابی گیند بالکل سوئنگ نہیں ہو رہی‘
1232,bbc dataset,sports,’ہم ون ڈے کرکٹ میں دنیا سے بہت پیچھے ہیں‘
1233,bbc dataset,sports,’یونس خان نائنٹیز میں نروس نہیں ہوتے‘
1234,voa dataset,entertainment,'رینالٹ' 2018ء پاکستان میں گاڑیاں تیار کرے گی
1235,voa dataset,entertainment,'وزنی ترین' خاتون علاج کے لیے مصر سے بھارت منتقل
1236,voa dataset,entertainment,'گلیکسی 7 کی فروخت بند، صارفین یہ فون استعمال نہ کریں'
1237,voa dataset,entertainment,2016ء خواتین کے لیے مشکل لیکن نسبتاً بہتر سال رہا مبصرین
1238,voa dataset,entertainment,86 بیویوں کے شوہر بابا مسابا انتقال کر گئے
1239,voa dataset,entertainment,آن لائن امتحان میں پہلی پوزیشن لینے والی سدرہ صاحبزادہ
1240,voa dataset,entertainment,اب آپ بھی یو ٹیوب سے پیسہ کما سکتے ہیں
1241,voa dataset,entertainment,اب پاکستانی فن کار نہیں لیں گے، کرن جوہر
1242,voa dataset,entertainment,ادب کا نوبیل انعام، مایہ ناز امریکی نغمہ نگار باب ڈیئلن کے نام
1243,voa dataset,entertainment,ارشد خان’چائے والا‘ماڈلنگ کی دنیا کا ستارہ بن گیا
1244,voa dataset,entertainment,امریکہ میں قران کی پہلی بڑی نمائش
1245,voa dataset,entertainment,امریکی بھوتوں کا محل
1246,voa dataset,entertainment,امریکی ٹی وی اسٹار، کِم کارڈیشیئن پیرس میں لٹ گئیں
1247,voa dataset,entertainment,انوکھا تھینکس گیونگ، جس میں ٹرکی مہمان خصوصي ہوتا ہے
1248,voa dataset,entertainment,انٹرنیٹ پر پاکستانی 'چائے والا' کی دھوم
1249,voa dataset,entertainment,اگلے سال گوگل کا مکمل انحصار قابل تجدید توانائی پر ہو گا
1250,voa dataset,entertainment,بالی وڈ ایکٹریس اور ڈائریکٹر پوجا بھٹ کراچی پہنچ گئیں
1251,voa dataset,entertainment,برطانیہ میں جنید جمشید کے دوست اور پرستار اداس ہیں 
1252,voa dataset,entertainment,بریڈ فورڈ میں 2016 کا عروسی میلہ
1253,voa dataset,entertainment,بھارتی ایکٹر اوم پوری پاکستانی فلم کی پروموشن میں پیش پیش
1254,voa dataset,entertainment,تنہائی کا نیا ساتھی۔۔۔۔۔۔
1255,voa dataset,entertainment,جنید جمشید پاپ سنگر سے مذہبی اسکالر تک ہر جگہ کامیاب رہے
1256,voa dataset,entertainment,جنید نے امن، محبت اور امید کو پھیلایا سلمان احمد
1257,voa dataset,entertainment,حنان الحروب، فلسطین کی مثالی ٹیچر
1258,voa dataset,entertainment,خضر خان اپنی سوانح لکھیں گے
1259,voa dataset,entertainment,دو سپر ہٹ فلموں کے بعد، شعیب منصور کی تیسری فلم کا اعلان
1260,voa dataset,entertainment,سال 2017ء امریکہ کے لیے بہتر ثابت ہوگا عام جائزہ رپورٹ
1261,voa dataset,entertainment,سانپ کے ہاتھ پاؤں
1262,voa dataset,entertainment,سفر و سیاحت کے لیے پاکستان چوتھا خطرناک ملک رپورٹ
1263,voa dataset,entertainment,سنگا پور کے بلاگر کی 'انتہائی غیر مہذب' وڈیو پوسٹ پر معذرت
1264,voa dataset,entertainment,سوات کی نوعمر طالبہ کے لیے ایک اور بین الاقوامی اعزاز
1265,voa dataset,entertainment,سیاہ فام امریکیوں کی تاریخ پر مبنی عجائب گھر کا افتتاح
1266,voa dataset,entertainment,شادی کا پسندیدہ دن
1267,voa dataset,entertainment,عروہ حسین گلوکارہ بن گئیں
1268,voa dataset,entertainment,غزل کی  ایک نئی گلوکارہ، تانیہ ولز
1269,voa dataset,entertainment,فلم ’انا‘۔۔ایک عوامی رہنما کو شاندار خراج تحسین
1270,voa dataset,entertainment,لاہور میں  15 ویں  سالانہ صوفی میوزک فیسٹول کا آغاز
1271,voa dataset,entertainment,مائرہ اور فواد خان کو بالی وڈ فلموں سے نکالنے کی خبریں گرم
1272,voa dataset,entertainment,محبت کے رنگوں سے سجی نئی پاکستانی فلم ’بالو ماہی‘
1273,voa dataset,entertainment,مریخ پر پہلی انسانی کالونی 
1274,voa dataset,entertainment,مریخ پر کیورسٹی کا پہلا حملہ 
1275,voa dataset,entertainment,پاکستان بھی نئے سال میں داخل، کراچی میں جشن
1276,voa dataset,entertainment,پاکستان میں ’ڈی ٹی ایچ‘ کے تین لائسنس فروخت
1277,voa dataset,entertainment,پاکستانی سینما مالکان کا بھارتی فلمیں نہ دکھانے کا فیصلہ
1278,voa dataset,entertainment,پاکستانی فلم دختر کی اقوامِ متحدہ میں نمائش
1279,voa dataset,entertainment,پاکستانی فن کاروں کی فلمیں دکھانے پر پابندی
1280,voa dataset,entertainment,چینی خلا باز خلائی مشن پر روانہ
1281,voa dataset,entertainment,کرائم سیریز سے لیکر فیملی ڈراموں تک کا نیا گلدستہ
1282,voa dataset,entertainment,کیا موسمیاتی تبدیلی حقیقت ہے؟ انحصار ذہنی کیفیت پر
1283,voa dataset,entertainment,گرین ہاوس گیسز کو محدود کرنے کا عالمی معاہدہ
1284,voa dataset,entertainment,گلزار بنے پاکستانی فلم کے گیت کار
1285,voa dataset,entertainment,گلیکسی نوٹ سیون میں آگ کیوں لگتی ہے
1286,voa dataset,entertainment,ہالی ووڈ اداکارہ کیری فشر انتقال کرگئیں
1287,voa dataset,entertainment,ہمارے معاشرے کی ایک  ۔۔’فالتو لڑکی‘
1288,voa dataset,entertainment,یوٹیوب کی مقبول ترین ویڈیوز
1289,voa dataset,entertainment,’بن روئے‘ بڑی اسکرین پر کامیابی کے بعد اب چھوٹی اسکرین پر
1290,voa dataset,entertainment,’تارکین وطن اچھے فلمی نقاد بھی ہوتے ہیں’۔ سرمد صہبائی
1291,voa dataset,entertainment,’جیون ہاتھی‘۔۔ کشیدگی کے باوجود امن کی کوشش
1292,voa dataset,entertainment,’ماری چھوریاں چھوروں سے کم ہیں کے؟‘ 
1293,voa dataset,entertainment,’ہمیشہ دیر کر دیتا ہوں میں‘
1294,voa dataset,entertainment,’’دل دل پاکستان‘‘  گانے والا ہر دل اداس کر گیا
1295,voa dataset,politics,' اعتزاز حسن کی قربانی یاد رکھنے پر خوش ہیں'
1296,voa dataset,politics,'امید ہے پناہ گزینوں سے متعلق امریکی پابندی عارضی ہو گی'
1297,voa dataset,politics,'انسانی حقوق کے لیے قانون سازی ہی کافی نہیں'
1298,voa dataset,politics,'برہنہ تصاویر اسکینڈل' مزید متاثرین سامنے آ گئیں
1299,voa dataset,politics,'بھارت بے بنیاد الزامات سے پاکستان کو بدنام کرنے کی کوشش کر رہا ہے'
1300,voa dataset,politics,'بھارت راہداری منصوبے کو نقصان پہنچانا چاہتا ہے'
1301,voa dataset,politics,'بھارت کشمیر اور لائن آف کنٹرول پر جارحیت بند کرے'
1302,voa dataset,politics,'بھارت کے جارحانہ عزائم خطے کے امن کے لیے خطرہ ہیں'
1303,voa dataset,politics,'سرحد پار سے دہشت گردوں کا حملہ‘ پاکستانی فوجی دم توڑ گیا
1304,voa dataset,politics,'سی پیک' میں دوسرے ملکوں کی شرکت کا طریقہ کار واضح نہیں، تجزیہ کار 
1305,voa dataset,politics,'شادی سے انکار' لڑکی پر تیزاب پھینک دیا گیا
1306,voa dataset,politics,'شربت گلہ کے ساتھ روا رکھے جانا والا سلوک قابل افسوس'
1307,voa dataset,politics,'غیر ذمہ دارانہ نشریات' پر دو ٹی وی چینلز کے لائسنس معطل 
1308,voa dataset,politics,'غیرت کے نام پر قتل' کے خلاف نئی قانون سازی کا خیر مقدم
1309,voa dataset,politics,'ماہرین کو اے ٹی آر طیاروں کے انجن پر تحفظات تھے'
1310,voa dataset,politics,'مذہب اور مسلک سے بالاتر ہو کر خدمات کا اعتراف ضروری'
1311,voa dataset,politics,'موصل کی طرف توقع سے زیادہ تیزی سے پیش قدمی جاری ہے'
1312,voa dataset,politics,'موصل کے لیے لڑائی شہریوں کی تباہی کا باعث بن سکتی ہے'
1313,voa dataset,politics,'نئی امریکی انتظامیہ سائبر سیکورٹی کے نظام کو بہتر بنائے'
1314,voa dataset,politics,'ٹرمپ کی حمایت ترک کرنے والے ریپبلکنز تعریف کے مستحق نہیں'
1315,voa dataset,politics,'پاکستان پر الزام تراشی سے بات نہیں بنے گی'
1316,voa dataset,politics,'کسی کو امریکی پرچم جلانے کی اجازت نہیں ملنی چاہئے'  
1317,voa dataset,politics,'کم عمر کو تبدیلی مذہب کا اختیار کیسے دے سکتے ہیں'
1318,voa dataset,politics,'ہمیں نہیں پرواہ کون کتنا برا بھلا کہتا ہے'
1319,voa dataset,politics,2016 میں دس لاکھ افغان پناہ گزینوں کی وطن واپسی
1320,voa dataset,politics,2017 سیاسی ’گہما گہمی کا سال ہو گا‘
1321,voa dataset,politics,29 ترک پولیس افسران پر مقدمہ
1322,voa dataset,politics,30 اکتوبر کو اسلام آباد میں حکومت مخالف احتجاج کا اعلان
1323,voa dataset,politics,آذربائیجان سیاسی کارکنان اور حکومت کے ناقدین کی گرفتاری
1324,voa dataset,politics,آسٹریا میں صدارتی انتخاب کے لیے پولنگ
1325,voa dataset,politics,آسیہ بی بی کی سزائے موت کے خلاف اپیل پر سماعت جمعرات کو
1326,voa dataset,politics,آفات سے نقصانات، پاکستان پہلے دس ملکوں میں  
1327,voa dataset,politics,أفغان فورسز کی ہلاکتوں میں اضافے پر نیٹو فکر مند
1328,voa dataset,politics,اب تک صرف 109 افراد کو ملک میں داخل ہونے سے روکا گیا ترجمان
1329,voa dataset,politics,اتر پردیش میں  پہلے مرحلے کے انتخابات 
1330,voa dataset,politics,احمدیہ برداری کے مرکز پر چھاپہ، چار افراد گرفتار
1331,voa dataset,politics,اذیت ناک سلوک، امریکی صحافی کی ایران کے خلاف قانونی چارہ جوئی 
1332,voa dataset,politics,اردن توہین مذہب کے ملزم نامور مصنف کا قتل
1333,voa dataset,politics,اردن میں تین امریکی فوجی ہلاک
1334,voa dataset,politics,اردن کی سرحد، ہزاروں شامی پناہ گزین امداد کے منتظر
1335,voa dataset,politics,اردن گولیوں کے تبادلے میں تین امریکی فوجی ہلاک
1336,voa dataset,politics,ازبک صدر کریموف کی طبی حالت تشویشناک ہے حکومت
1337,voa dataset,politics,اس سال 37 ہزار افغان پناہ گزین بلوچستان سے واپس جا چکے ہیں
1338,voa dataset,politics,اس سال ترک سرحد پر 163 پناہ گزین ہلاک ہوئے
1339,voa dataset,politics,استنبول میں کار بم دھماکہ، 13 ہلاک
1340,voa dataset,politics,اسلام آباد دھرنا کال، حکومت کا سیاسی جماعتوں سے رابطے کا فیصلہ
1341,voa dataset,politics,اسلام آباد میں اسپین کے ایک سفارت کار کی ’خودکشی‘
1342,voa dataset,politics,اسلام آباد میں مقیم صومالی شہری اوہائیو حملے پر بات کرنے سے گریزاں
1343,voa dataset,politics,اسلامک اسٹیٹ کے عسکریت پسندوں میں مایوسی بڑھ رہی ہے
1344,voa dataset,politics,اسلحہ کی اسمگلنگ میں دس سال قید کی سزا
1345,voa dataset,politics,اسپین ریستوران میں سیلنڈر دھماکے سے 77 زخمی
1346,voa dataset,politics,اسکول میں فائرنگ، دو بچے اور ایک استانی زخمی
